Customer ID,frequency,recency,T,monetary_value,CLV_BGNBD,Units Sold,Revenue,CLV_Linear,CLV_DecisionTree,CLV_XGBoost,CLV_LightGBM,CLV_CatBoost,Segment,expected_orders_90D,expected_aov,expected_revenue_90D
7636,0.0,0.0,399.0,0.0,,2,3.8,-2.0440144572534535,0.562158674561362,0.44585955,0.34582933030119656,0.4642855761664135,Low,0.11898814023728643,24.510042505126265,2.9164043748218154
7638,0.0,0.0,318.0,0.0,,4,16.33,0.16321950043459132,0.6878891425254019,0.6480775,0.6712559987295185,0.5018452577254608,Low,0.13940452757758542,24.510042505126265,3.4168108963336654
7639,1.0,15.0,492.0,12.19,1.0076437744585829,6,20.299999999999997,0.5036564839964317,1.0076437744585829,1.0091506,0.9830828300609249,0.8344544416509638,Low,0.07482550610091039,13.736069300723198,1.0278083372637916
7641,2.0,388.0,415.0,14.36,5.921475973667575,10,33.49,5.500681272904802,5.921475973667575,5.86827,6.001408729033537,5.736735602022608,Medium,0.4016076389594469,15.039512360067201,6.039983050028008
7642,0.0,0.0,432.0,0.0,,2,6.81,-2.2769045946755524,0.562158674561362,0.39355463,0.34396453518248676,0.4024845793713112,Low,0.11229026769458138,24.510042505126265,2.752239234106196
7643,0.0,0.0,119.0,0.0,,4,10.03,2.5179642578304944,1.0625347642413732,2.162199,2.1335467790624563,1.9387729350693883,Low,0.24126439592067722,24.510042505126265,5.91340059898941
7646,2.0,491.0,510.0,4.735,2.0503418392596275,12,19.19,2.1651248928250224,2.0503418392596275,2.0381696,2.0297327887015966,2.0121666011790165,Low,0.34517797833682484,6.05887483070155,2.0913901650574327
7652,1.0,12.0,260.0,3.82,1.1630762945009259,9,14.49,2.2484926712446742,1.1630762945009259,1.1487682,1.1260600477675962,0.9836425100825332,Low,0.18488750093748574,6.416439057294145,1.1863193822207914
7654,2.0,202.0,498.0,15.285,4.226068989904043,18,56.44,5.5636314680858945,4.226068989904043,4.17341,4.098528655248306,4.314708408713785,Medium,0.27106738250968476,15.902586616136109,4.31067252916956
7655,3.0,620.0,627.0,22.64,9.21089619974462,14,71.38,8.519700544528241,9.21089619974462,9.179897,8.915781662738143,8.680329088476958,Medium,0.41343169540752134,22.725367197785808,9.395387089339058
7656,1.0,113.0,271.0,7.02,2.284154234243759,4,17.06,3.117544029612352,2.284154234243759,2.2569265,2.2855729233399464,2.11023822663344,Low,0.25283123777766847,9.214864001018514,2.3298054713303893
7657,1.0,40.0,664.0,1.91,0.2450975408495481,7,12.64,-3.8801247325498265,0.2450975408495481,0.24226607,0.2038261500211997,0.31994175130932856,Low,0.05267555665587393,4.746129169008661,0.25000499593821157
7658,0.0,0.0,129.0,0.0,,4,3.62,1.8602318517916658,1.0625347642413732,1.758725,2.116589912152875,1.8593429445554133,Low,0.2327038710391762,24.510042505126265,5.703581770277629
7659,0.0,0.0,605.0,0.0,,2,5.52,-4.866629552836437,0.2280781283679771,0.22238436,0.13517018553666052,0.2931568298951106,Low,0.08671129870920573,24.510042505126265,2.1252976170373326
7660,3.0,192.0,299.0,27.66333333333333,17.94661545158976,19,86.30000000000001,13.231326200140362,16.219370515461925,15.5206785,16.078363894663624,16.254893138716447,High,0.6651908275325303,27.51938601605588,18.305643157207353
7662,0.0,0.0,352.0,0.0,,2,1.45,-1.556997177426541,0.6878891425254019,0.6343352,0.41313311155422927,0.6224181718835835,Low,0.13003749495488048,24.510042505126265,3.1872245286042626
7663,5.0,329.0,335.0,15.27,15.806373946319464,24,94.11,13.776367730660827,15.806373946319464,15.776733,15.77894528589803,15.706972002848602,High,1.0383135258732124,15.527791300847923,16.122715734606803
