iter	RMSE
136	0.8893075251
137	0.8858422508
138	0.8839540113
139	0.8809579963
140	0.876586503
141	0.8735226619
142	0.8709356647
143	0.8671617286
144	0.8645372517
145	0.861624864
146	0.8589196747
147	0.8554607196
148	0.8533450631
149	0.850177056
150	0.8471255296
151	0.8444341173
152	0.841406552
153	0.8380550461
154	0.8347658022
155	0.8334967931
156	0.8305402835
157	0.8277846761
158	0.8250549877
159	0.8212419809
160	0.8179513497
161	0.8155441364
162	0.8139445881
163	0.8119083071
164	0.8086024504
165	0.8057609507
166	0.8040012611
167	0.8015011735
168	0.7984504417
169	0.7957362992
170	0.7933120876
171	0.7920134312
172	0.7903833595
173	0.7879211596
174	0.7848112668
175	0.7832091927
176	0.7817420541
177	0.7795387817
178	0.7770671434
179	0.7744078125
180	0.7718905845
181	0.7690211499
182	0.7659054516
183	0.7639157042
184	0.7625826959
185	0.7613281775
186	0.7588612115
187	0.7566048913
188	0.7545147242
189	0.7515092031
190	0.7505034102
191	0.7486646073
192	0.7461768699
193	0.7453185644
194	0.7433591791
195	0.7412019922
196	0.7398716058
197	0.7366771868
198	0.7347155631
199	0.732531076
200	0.730083149
201	0.7283108347
202	0.7256427614
203	0.7244968384
204	0.7228155017
205	0.7205831164
206	0.7187432655
207	0.715653902
208	0.7135028374
209	0.7114153299
210	0.709802282
211	0.7080323338
212	0.7063878968
213	0.7034652264
214	0.7015135379
215	0.7005585697
216	0.6989594515
217	0.6970471584
218	0.6947815811
219	0.6930297787
220	0.6912603206
221	0.6906422736
222	0.689682123
223	0.6880210682
224	0.685977448
225	0.6846675885
226	0.6829144431
227	0.6816891621
228	0.680388618
229	0.6781177579
230	0.6764410837
231	0.6748074546
232	0.6729867337
233	0.6710493408
234	0.6691824223
235	0.6671624284
236	0.6656648811
237	0.6636526211
238	0.6634617635
239	0.6624308305
240	0.6604227641
241	0.6581293565
242	0.6564740553
243	0.6559484957
244	0.6553580914
245	0.6531423612
246	0.6512819203
247	0.6500425168
248	0.6492070758
249	0.6473777099
250	0.6466493939
251	0.6458768029
252	0.6441176634
253	0.6421840564
254	0.6418114023
255	0.6400639418
256	0.6387794649
257	0.6380589352
258	0.6364072433
259	0.6356664817
260	0.6339990111
261	0.6336346857
262	0.633290266
263	0.6313620567
264	0.6296195824
265	0.6279660282
266	0.6262639069
267	0.6228916631
268	0.6221114234
269	0.6209019987
270	0.6202084101
271	0.6182333703
272	0.6167805392
273	0.615710143
274	0.6150724105
275	0.6134703082
276	0.6114339272
277	0.6111090397
278	0.6098441196
279	0.608609439
280	0.6068940111
281	0.6054048327
282	0.6039233909
283	0.6025640721
284	0.6011496207
285	0.5998593422
286	0.5985692432
287	0.5971111789
288	0.5967923899
289	0.5955910518
290	0.5938089238
291	0.5926751156
292	0.5923747959
293	0.5910969799
294	0.5904064967
295	0.5890348252
296	0.5875714456
297	0.5860820088
298	0.5839591793
299	0.5827149679
300	0.5812419618
301	0.5796570834
302	0.5784501215
303	0.5758189234
304	0.5740631597
305	0.5721191944
306	0.5718590777
307	0.5697653977
308	0.5686648915
309	0.5675482706
310	0.5664045045
311	0.5659235099
312	0.5650343742
313	0.5635935651
314	0.5623567079
315	0.5615512888
316	0.5607127482
317	0.5597053826
318	0.5582850509
319	0.5567705316
320	0.5554448123
321	0.5540549583
322	0.5526962736
323	0.5520018345
324	0.5501820114
325	0.5482494709
326	0.5460468253
327	0.5448370671
328	0.5441679601
329	0.5436910435
330	0.5425579035
331	0.540584869
332	0.5398452513
333	0.539587717
334	0.5387275338
335	0.5372995331
336	0.5355702593
337	0.5346480721
338	0.5333522154
339	0.5323345027
340	0.5316615806
341	0.5303248877
342	0.5294639951
343	0.5276879105
344	0.5258286505
345	0.5244959166
346	0.5237806194
347	0.5227367298
348	0.5207666229
349	0.5195694349
350	0.5183494358
351	0.5171934766
352	0.5164786518
353	0.5157519124
354	0.5149656727
355	0.5136286902
356	0.5129310039
357	0.5116271361
358	0.5104097686
359	0.5093858339
360	0.5080230316
361	0.5068426187
362	0.5058149645
363	0.5046718722
364	0.5027938534
365	0.5022217914
366	0.5009717064
367	0.5001119669
368	0.4984320019
369	0.4978307584
370	0.497360194
371	0.4960626711
372	0.4945721661
373	0.4931124483
374	0.4927484998
375	0.4916965194
376	0.4903426875
377	0.4891656145
378	0.4889105215
379	0.4876862865
380	0.4874406536
381	0.4867157125
382	0.4853109802
383	0.4836148416
384	0.482465218
385	0.4822187722
386	0.4819822497
387	0.4813324258
388	0.4798267855
389	0.4796016497
390	0.4788276777
391	0.4776924086
392	0.4769837395
393	0.4760880458
394	0.4749067254
395	0.4737903714
396	0.4728632026
397	0.4716418663
398	0.4714206834
399	0.4704695494
400	0.469695343
401	0.4694794084
402	0.4682589679
403	0.4672379333
404	0.4662629923
405	0.465687232
406	0.464877392
407	0.4644820173
408	0.4633528094
409	0.4623315545
410	0.4614843484
411	0.4612754148
412	0.4602887628
413	0.4600849774
414	0.4598866703
415	0.4593311615
416	0.4577108209
417	0.4564362708
418	0.4553201567
419	0.4542335519
420	0.4531410481
421	0.452747937
422	0.4519825758
423	0.4506730935
424	0.4494105442
425	0.4482930369
426	0.4470875167
427	0.446336216
428	0.4453726805
429	0.4442187477
430	0.4435580183
431	0.443151515
432	0.4423390184
433	0.4411753594
434	0.4402507462
435	0.4396906385
436	0.4387827128
437	0.4376843033
438	0.4366464502
439	0.4357875698
440	0.4350336577
441	0.4340621831
442	0.4337145076
443	0.4330995295
444	0.4323139188
445	0.4315919346
446	0.431142256
447	0.430164864
448	0.4288462432
449	0.427721179
450	0.4270675386
451	0.4255963647
452	0.4244978284
453	0.4235969663
454	0.4223691063
455	0.4213579653
456	0.4202861411
457	0.419669816
458	0.4187495277
459	0.41805376
460	0.4173997027
461	0.4166766121
462	0.4156961923
463	0.41494683
464	0.4140765973
465	0.4133700312
466	0.4127070606
467	0.4117796378
468	0.4111213737
469	0.4107245402
470	0.4094897801
471	0.4089048833
472	0.4077815921
473	0.4068019289
474	0.4058066195
475	0.4055441945
476	0.4045583784
477	0.404304553
478	0.4034563734
479	0.4024209963
480	0.4014657118
481	0.4008446043
482	0.4003261457
483	0.3996659094
484	0.3986189078
485	0.397758805
486	0.3967570363
487	0.3963601788
488	0.396124772
489	0.3952901245
490	0.3945951355
491	0.3939874369
492	0.3935305746
493	0.3932687836
494	0.392681012
495	0.3919050899
496	0.3909809247
497	0.3902111189
498	0.389954079
499	0.3892550621
500	0.3888984507
501	0.3886642164
502	0.388245237
503	0.3879383753
504	0.3876989801
505	0.3871506934
506	0.386353776
507	0.3857000233
508	0.3849458339
509	0.3841687917
510	0.3834294646
511	0.3826271687
512	0.381971268
513	0.3814669479
514	0.381236472
515	0.3806496861
516	0.3798055862
517	0.3790765163
518	0.3785309244
519	0.3780429264
520	0.3774101863
521	0.376633571
522	0.3758638773
523	0.3751253946
524	0.3745507914
525	0.3735316552
526	0.3730240432
527	0.3722204368
528	0.3716184872
529	0.3713424294
530	0.3711399966
531	0.3707805426
532	0.3703789277
533	0.3696095763
534	0.3687925217
535	0.3682588081
536	0.3677410043
537	0.3670073855
538	0.3668018356
539	0.3663181307
540	0.3657860134
541	0.3652211726
542	0.3647141849
543	0.3643611262
544	0.3639933079
545	0.3630602412
546	0.3624935495
547	0.3622224393
548	0.3614331798
549	0.3608530466
550	0.3598895556
551	0.3592830307
552	0.3586061024
553	0.3580662351
554	0.3574003694
555	0.3570883424
556	0.3565069783
557	0.3557482785
558	0.3546918843
559	0.3541133746
560	0.3532087366
561	0.3527520593
562	0.3522508331
563	0.3514385634
564	0.3508834787
565	0.3504295841
566	0.3502183384
567	0.3499999163
568	0.3495537065
569	0.3488322635
570	0.3484077473
571	0.3479406023
572	0.3473186316
573	0.3468741289
574	0.3463345092
575	0.3458260675
576	0.3455577301
577	0.3451249117
578	0.3445940883
579	0.3442332306
580	0.3439031375
581	0.343456286
582	0.3427245219
583	0.342391708
584	0.3420738795
585	0.3416350635
586	0.3410997907
587	0.3408431186
588	0.3402961342
589	0.3398767549
590	0.3396272859
591	0.3391101438
592	0.3386713071
593	0.3385037667
594	0.3380356384
595	0.3377297711
596	0.3375518906
597	0.3365419229
598	0.3361550564
599	0.3353958894
600	0.3348503453
601	0.3342885887
602	0.3338076555
603	0.3335195354
604	0.333277788
605	0.3323738907
606	0.3318520404
607	0.3317801414
608	0.3313395514
609	0.3309988959
610	0.330852934
611	0.3304735401
612	0.3300939671
613	0.3296557163
614	0.3291677171
615	0.3286288162
616	0.3282959334
617	0.3277725708
618	0.3271927579
619	0.3266511084
620	0.325835136
621	0.3253963362
622	0.3250311866
623	0.3245726785
624	0.3242859204
625	0.3237793421
626	0.3234321056
627	0.3231471317
628	0.3229746295
629	0.3225003968
630	0.3220043033
631	0.3216136672
632	0.3212175638
633	0.3203521752
634	0.3199591043
635	0.3195837853
636	0.3193344161
637	0.3191941479
638	0.3185858075
639	0.3178671386
640	0.3172825576
641	0.3168409102
642	0.3159749359
643	0.3155470769
644	0.3152716224
645	0.3148749781
646	0.3145146272
647	0.3141555256
648	0.3135318915
649	0.3131479874
650	0.3127617297
651	0.3122781237
652	0.3118919852
653	0.3112661656
654	0.3110456824
655	0.3104306998
656	0.3099971554
657	0.3096681373
658	0.3093284839
659	0.3086710021
660	0.3081659292
661	0.3077564326
662	0.3070825138
663	0.3067783862
664	0.3062450269
665	0.3061223822
666	0.3057930247
667	0.3051728399
668	0.3048116113
669	0.3044180423
670	0.3038380205
671	0.3030917685
672	0.3027467882
673	0.302319026
674	0.3018571829
675	0.3015779526
676	0.3010455308
677	0.3004675086
678	0.3000894244
679	0.2996863214
680	0.2994399404
681	0.2990103418
682	0.2986857046
683	0.2984100343
684	0.2976666776
685	0.2976099373
686	0.2971705698
687	0.2966609885
688	0.2964464523
689	0.296188698
690	0.2957633209
691	0.2954640854
692	0.2948104822
693	0.2942031549
694	0.2939269719
695	0.2934222408
696	0.2929209147
697	0.2924645791
698	0.2920879223
699	0.2915871486
700	0.2910744132
701	0.290524948
702	0.2900919991
703	0.2894363162
704	0.289041993
705	0.2887437327
706	0.2885132514
707	0.288112942
708	0.2878701314
709	0.2874369279
710	0.2870041635
711	0.286602557
712	0.2860794861
713	0.2857016623
714	0.2854408108
715	0.2851030698
716	0.2847488682
717	0.2844096698
718	0.2840209953
719	0.2837968633
720	0.2836291404
721	0.2832422584
722	0.2831338462
723	0.28296369
724	0.2827741185
725	0.282243626
726	0.2819090375
727	0.2814484964
728	0.280876829
729	0.2803125443
730	0.2799062488
731	0.2795092843
732	0.2788506198
733	0.2782573984
734	0.2779321963
735	0.2773753981
736	0.2770080721
737	0.2766968611
738	0.2764314913
739	0.2761243139
740	0.2757821836
741	0.2752359072
742	0.2748290046
743	0.2744808899
744	0.2740699713
745	0.2737762612
746	0.273295501
747	0.2729118556
748	0.2725838064
749	0.2721532617
750	0.271893091
751	0.2715092353
752	0.2712744759
753	0.2709623317
754	0.270663951
755	0.2700834526
756	0.2695953478
757	0.268959045
758	0.2686842313
759	0.2683852857
760	0.2682451956
761	0.2678734897
762	0.2674978236
763	0.2670849559
764	0.2665592931
765	0.2660172409
766	0.265497106
767	0.2652166697
768	0.2649376479
769	0.2645143578
770	0.2641897375
771	0.2637717204
772	0.2633795901
773	0.2629893657
774	0.2626825197
775	0.2621981543
776	0.2619263083
777	0.2614395911
778	0.2612087788
779	0.2606361653
780	0.2602755053
781	0.2598188067
782	0.2597656518
783	0.259189891
784	0.2590296011
785	0.2586003316
786	0.2585486149
787	0.2581572867
788	0.2579135742
789	0.2577765986
790	0.2575284967
791	0.2571213812
792	0.2569084635
793	0.2565767941
794	0.2563658482
795	0.2561767139
796	0.2558757855
797	0.2556008101
798	0.2553630568
799	0.255054454
800	0.2547534936
801	0.2546035946
802	0.2545551932
803	0.2545085944
804	0.2541979308
805	0.2539684216
806	0.25391249
807	0.2537116435
808	0.2532833155
809	0.2530826439
810	0.2526155203
811	0.2522329102
812	0.2520395936
813	0.2514974611
814	0.2510557047
815	0.2505833059
816	0.2505392919
817	0.2502916414
818	0.2497790019
819	0.2497477619
820	0.2494659005
821	0.2491546174
822	0.2488556438
823	0.2487324781
824	0.248377943
825	0.2480615112
826	0.2478915849
827	0.2475088473
828	0.2472471002
829	0.2469255779
830	0.2466667064
831	0.246368795
832	0.246033615
833	0.2457528326
834	0.2453274406
835	0.2451227515
836	0.2448050058
837	0.2443538746
838	0.2440377387
839	0.2437823997
840	0.2434615048
841	0.2430975088
842	0.2428592065
843	0.2426819277
844	0.2424580704
845	0.2420465449
846	0.241778937
847	0.2415364198
848	0.2411677904
849	0.2408181362
850	0.240764108
851	0.2403806285
852	0.2399670941
853	0.239710886
854	0.2393457839
855	0.2391308548
856	0.2388938177
857	0.2385202695
858	0.2382604411
859	0.2382101435
860	0.2378421298
861	0.2374758554
862	0.2372987569
863	0.2370193911
864	0.2366740499
865	0.2363825376
866	0.2361381406
867	0.2358464364
868	0.2354968504
869	0.2351645916
870	0.234981408
871	0.2347286498
872	0.2346194283
873	0.2342894477
874	0.2338454606
875	0.233545596
876	0.2333699061
877	0.2330285156
878	0.2327496943
879	0.2325438476
880	0.2323761956
881	0.2322383316
882	0.2321801451
883	0.2318527838
884	0.2315446076
885	0.2312689828
886	0.2310037773
887	0.2307395873
888	0.2304622846
889	0.2302810433
890	0.2300314918
891	0.2298587652
892	0.2294678501
893	0.2293296279
894	0.2290851436
895	0.2287615789
896	0.2286290309
897	0.2285089758
898	0.2281203763
899	0.2279952252
900	0.2275134516
901	0.2273175547
902	0.2271280283
903	0.2267931955
904	0.2265171083
905	0.2264213665
906	0.2262719933
907	0.2260799147
908	0.2256348995
909	0.2255759007
910	0.2255275244
911	0.2254125704
912	0.2250246675
913	0.2249774303
914	0.2246665828
915	0.2244867599
916	0.2241321106
917	0.2237426244
918	0.2236466612
919	0.2233603178
920	0.22304804
921	0.222734278
922	0.2226883855
923	0.2223957159
924	0.2222745335
925	0.2218663333
926	0.2216422956
927	0.2215096998
928	0.221247121
929	0.2209043592
930	0.2207780415
931	0.2204636616
932	0.2201463582
933	0.2198188661
934	0.2195205961
935	0.219273178
936	0.2191722826
937	0.2189325147
938	0.2186786509
939	0.2184227997
940	0.2180857721
941	0.2178836076
942	0.2177669162
943	0.217510463
944	0.2171661783
945	0.2168760218
946	0.2167471934
947	0.2164851858
948	0.2161528823
949	0.2158677488
950	0.215617743
951	0.2154906843
952	0.2153853109
953	0.215128263
954	0.2149777534
955	0.2147013951
956	0.2144450563
957	0.2141338376
958	0.2140192731
959	0.2137116893
960	0.2134319554
961	0.2131689022
962	0.2131349949
963	0.2129788736
964	0.2127084029
965	0.2124544043
966	0.2123074183
967	0.2121962735
968	0.2119986897
969	0.2117393111
970	0.2116973819
971	0.2114840485
972	0.2113325528
973	0.2111025317
974	0.2108242973
975	0.2105830824
976	0.2102294709
977	0.2099611767
978	0.2097272619
979	0.2093465962
980	0.2091954189
981	0.2089904336
982	0.2088844428
983	0.2087333087
984	0.2086931129
985	0.2084209267
986	0.2082295834
987	0.2081715642
988	0.2078712265
989	0.207732011
990	0.2074237662
991	0.2071962292
992	0.2070177501
993	0.2067315113
994	0.2065664177
995	0.2064184636
996	0.2061189439
997	0.2059437697
998	0.2057919041
999	0.2055892356
